,Unnamed: 0.1,Unnamed: 0,user_id,name,username,description,created_at,followers_count,following_count,following_list,following_agentid_list,previous_tweets,tweets_id,activity_level_frequency,activity_level,user_char
69,69,69,787576855,Ken 🇵🇷,KenKillings,I am the thing that keeps you up at night. The evil that haunts every dark corner of your mind. #Boricua #Knicks #Yankees #NYGiants #MMA #Gamer #Comics,2012-08-28 18:22:25+00:00,1576,628,['2281664328'],[127],"[""@RachealBlaze It's God's will. But for what its worth I hope you get to keep it too!"", '@RachealBlaze I salute you for taking this head on and with such bravery. Not much is known about Lupus and you being so open about can help', '@ericafett Aw man that sucks!', ""@kj_fetishmodel My gardener is a fat Mexican dude... Something tells me I'm doing it wrong... Gotta upgrade to a Katrina!"", ""@DumbPeopleAsf @stacey_valdez When English isn't your first language... LOL""]","[692490427447009284, 692490151478595585, 692463505941860356, 692459080414146560, 692458372768088066]","[55, 30, 152, 44, 3, 10, 5, 0, 0, 0, 0, 2, 6, 13, 120, 111, 64, 53, 164, 146, 158, 121, 112, 73]","['normal', 'active', 'active', 'normal', 'off_line', 'busy', 'active', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'active', 'active', 'normal', 'normal', 'active', 'active', 'active', 'active', 'active', 'normal']","Ken 🇵🇷, also known as KenKillings, presents himself as a mysterious and dark figure, describing himself as the evil that lurks in the shadows of the mind. Despite this persona, he seems to engage with a variety of interests on Twitter including sports, gaming, MMA, and comics. With a significant following, Ken appears to interact with others in a supportive and occasionally humorous manner, showcasing a more complex personality beyond his initial presentation."
70,70,70,58056474,William Ralph Palmer,ImWilliamPalmer,"American Television & Film Actor, Storyteller, Humanitarian, Believer, Family Man, CAU Alumni. Whatever you can Imagine or Dream is Real. 🎓👑🎭🎬🎥💡🌏🌐",2009-07-18 23:04:18+00:00,1269,1854,"['3769927519', '2765062486', '1001524393', '3646911']","[45, 2, 16, 43]","['https://t.co/PVCLoL7nSE', 'https://t.co/Rna05DqcXg', 'https://t.co/JJR3wmiPmz', 'https://t.co/6ZN2gZ8IVG', 'https://t.co/6GQ69YHpaB']","[692461266552643586, 692446346553528320, 692445799771435012, 692443060983193600, 692441742977687553]","[16, 15, 7, 14, 44, 24, 9, 9, 18, 21, 25, 13, 28, 11, 20, 10, 22, 18, 11, 22, 19, 11, 10, 20]","['busy', 'busy', 'busy', 'busy', 'normal', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy']","William Ralph Palmer, known as ImWilliamPalmer on Twitter, is an American Television & Film Actor, storyteller, and humanitarian. He is a believer and a family man, dedicated to making a positive impact. As a proud alumnus of CAU, he embodies creativity and the belief that anything is possible. With a growing Twitter following, his tweets share a mix of inspiration, entertainment, and advocacy for various causes close to his heart. 🎓👑🎭🎬🌏"
71,71,71,2179986488,Chaitu #$,chaitanyasaisv,,2013-11-07 12:17:07+00:00,198,371,"['393664969', '23044593', '805975849', '2453827780', '183768366', '632173421', '1903077054', '20295588', '3000787195', '64137996', '26995107', '2897285323', '3229108261', '2259800258', '3769927519']","[41, 64, 117, 47, 81, 92, 79, 48, 125, 38, 104, 52, 123, 46, 45]","['@adidasladlou 49', 'https://t.co/pVN75s9mUi']","[689605684443254784, 687257474383020032]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Chaitu #$ (@chaitanyasaisv) is a Twitter user who has been active since November 2013. With a following count higher than followers count, Chaitu seems to be someone who enjoys connecting and engaging with others online. Their Twitter activity includes interactions with other users, sharing links, and possibly discussing a wide range of topics based on the limited sample provided. Chaitu's profile suggests a sociable and engaged individual in the online community."
72,72,72,15533435,Silver Nicholas,AgisNicholas,"Boy Wonder. Wonder Boy — If you want my thoughts, they're in my head; accessible via a cup of tea, biscuits and a chat — Here I save screenshots and links",2008-07-22 16:52:26+00:00,103,393,"['1001524393', '3769927519']","[16, 45]",[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Silver Nicholas, also known as AgisNicholas, exudes a sense of wonder and depth with his intriguing username ""Boy Wonder. Wonder Boy."" A thoughtful individual who values meaningful conversations over tea and biscuits, he seems to be a collector of ideas and memories, saving them through screenshots and links. With his moderate followers count and extensive following, Silver Nicholas appears to be a curious soul eager to explore diverse perspectives and engage with others on Twitter."
73,73,73,1332881322,A Beautiful Mess 🌷💫,BrownAngelEyes_,"A constant WIP. My superpower is being a Woman of Faith. A firm believer in the power of kindness. Love my family, coffee & margaritas. My friends are the best.",2013-04-07 01:43:39+00:00,2540,1818,"['4747574007', '191940361', '2853621940', '2472522037', '2281664328', '557498463', '592815294']","[86, 9, 115, 91, 127, 114, 75]","['#MyLast4Words Have courage, be kind. 💞✨', ""@BridgetteNY23 @Chrystelechou @Stella_Broster @karen_loy @stefy_70 @lornix10 @gurli_li @shirleybgoodno That's perfect!"", '@RufflsNRstr8nts @thassia_ps @wistwishwell @Yvresse69 @Clara_Night @PenningtonJoyce @samia_sous So far, so good. TY! Hope yours is well. ❤️✨', ""@Chrystelechou I've been busy, too! But good. 😊 Hope you rest well, sweetheart.😘"", ""@evastabouli It's been a long day, but I wanted to say happy bday. I sincerely wish you all the best. :) x https://t.co/AvjSNjblZR""]","[692495062475915266, 692494412518137856, 692494339625336832, 692494073152815105, 692493648160800768]","[138, 61, 74, 29, 1, 7, 0, 1, 0, 0, 1, 11, 47, 95, 163, 91, 53, 52, 127, 88, 60, 144, 119, 131]","['active', 'normal', 'normal', 'busy', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'normal', 'active', 'active', 'active', 'normal', 'normal', 'active', 'normal', 'normal', 'active', 'active', 'active']","Character Description:
A Beautiful Mess 🌷💫, also known as BrownAngelEyes_, is a work-in-progress individual who exudes a strong sense of faith and values kindness above all. She cherishes her family, enjoys coffee and margaritas, and holds her friends in high regard. With a follower count of 2540 on Twitter, she shares positive and uplifting messages, promoting courage and kindness. Her interactions with others show warmth, care, and genuine interest in their well-being."
74,74,74,1558077944,𝐉𝐨,cavillsworth,,2013-06-30 13:33:37+00:00,751,2626,"['26995107', '191940361', '2472522037', '2853621940', '3646911', '1301529636', '1001524393', '592815294']","[104, 9, 91, 115, 43, 50, 16, 75]","['@chrishemsworth @Australia @TourismAus Happy #AustraliaDay Chris!', '22 April 2009 |\n\n""Henry Cavill downs a bottle of Snapple Lemon Tea before posing at New York… https://t.co/tdGTRL4fd4', '📷 In remembrance of Heath Ledger. Gone, but not forgotten. 4 April 1979 – 22 January 2008 https://t.co/JrPgDtJPwk', 'Quentin Tarantino, @SamuelLJackson, &amp; Kurt Russell, make a surprise visit to Melbourne screening of @TheHatefulEight https://t.co/zLYKBenLsK', '@vampireoncer hi Louise! ❤💖']","[691869087014719489, 691642007089975296, 690785200763183105, 689509445370417152, 689409106210197505]","[0, 0, 4, 4, 1, 1, 2, 3, 2, 1, 3, 3, 1, 2, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","𝐉𝐨, also known as cavillsworth, is a long-time Twitter user since joining in 2013. With 751 followers and active engagement with various topics like entertainment, film, and celebrity culture, 𝐉𝐨 seems to be a friendly and dedicated individual. They share nostalgic tributes, engage with events, and show support for favorite actors and films. Their timeline reflects a mix of positivity, admiration, and connections with fellow users. 𝐉𝐨's interactions suggest a warm and inclusive personality."
75,75,75,592815294,Henry Cavill Org,HenryCavillOrg,"We are not Henry Cavill, but we are the #1 fansite on the web for the British Actor.  As of 2020, we are going on indefinite hiatus.  Thank you for the support!",2012-05-28 13:39:08+00:00,111710,11597,[],[],[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Henry Cavill Org is a dedicated and passionate online fan community devoted to the British actor. Despite not being Henry Cavill himself, they have gained a substantial following over the years as the top fansite. With a large number of followers, they have likely shared updates, news, and interesting insights about Henry Cavill's work, engaging with fans and fostering a supportive community around their shared admiration for the actor."
76,76,76,2965843095,Swatch UK,SwatchUK,Welcome to the official Swatch UK Twitter account. Share your Swatch style by tagging #MySwatch for a chance to be featured.,2015-01-07 11:56:15+00:00,11088,6312,['258394463'],[53],"['@eacfashion our stores offer free batteries for life now! Do you live near a Swatch store?', ""Spoil your superhero this Valentine's Day. Here's some gift inspiration https://t.co/5ru7VBugxE #SwatchUK https://t.co/8lcWsVMHQL"", 'Double the (wrist) hugs with these wraparound straps in beautiful brights! https://t.co/HZwISOwNfb #NationalHugDay https://t.co/ph03pk8uTv', 'Last chance to enter #comp to #WIN a watch...simply add a track to our #SwatchUKplaylist: https://t.co/OEwEWC5sxH https://t.co/Po1NTmjRex', '#NationalCheeseLoversDay must be for all the mice out there! Shout out to this White Mouse...https://t.co/8NTi0vt2YF https://t.co/9yhBHnHwZQ']","[692470451201818625, 690877973902311424, 690172903434784768, 690128766060863492, 689847954505601024]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 4, 6, 4, 10, 5, 8, 9, 5, 1, 1, 1, 2, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'busy', 'off_line', 'busy', 'active', 'busy', 'busy', 'active', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Swatch UK is the official Swatch Twitter account dedicated to showcasing vibrant, creative watch styles. With a substantial following and engaging with users to share their Swatch fashion using #MySwatch, they embody a fun and interactive persona. Their tweets feature product promotions, giveaways, and playful interactions with followers, reflecting a lively and dynamic brand image."
77,77,77,166073414,𝕷𝖚𝖈𝖆𝖘,beenincolor,"28Y.ᴏ ɢᴜɪᴛᴀʀɪꜱᴛ, barista ꜰʀᴏᴍ ᴩᴀʀɪꜱ. / P. ♡",2010-07-13 07:30:18+00:00,427,848,"['2765062486', '592815294', '26995107', '3769927519', '2897285323']","[2, 75, 104, 45, 52]","['@tylerdennen https://t.co/XEhyjbIatq', 'CL - ‘HELLO BITCHES’ DANCE PERFORMANCE VIDEO https://t.co/7mDBjGjD9j via @YouTube', 'Worth it - Fifth Harmony ft.Kid Ink / May J Lee Choreography https://t.co/IUGV3ODKrW via @YouTube', 'Bubble Butt - Major Lazer ft.Bruno Mars, GD, TOP, Tyga, Mystic / Yookyun... https://t.co/JsMamKJQsP via @YouTube', 'Drop that Kitty - Ty Dolla $ign (feat. Charli XCX and Tinashe) / Mina My... https://t.co/O30b4yvgpO via @YouTube']","[692478723338149888, 692410822279172096, 692008896957943809, 692007805230907392, 692006585430851585]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 2, 13, 18, 1, 5, 12, 8, 6, 20, 10, 0, 1, 8, 3]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'active', 'busy', 'busy', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'busy', 'off_line']","𝕷𝖚𝖈𝖆𝖘 is a 28-year-old guitarist and barista from Paris, with a passion for music and dance. Their Twitter feed showcases a mix of music videos and dance performances, reflecting their creative and energetic personality. With a modest following, they engage with a variety of content related to their interests, adding a touch of positivity and artistry to the platform."
78,78,78,3188210372,Alejandro,alex45692,https://t.co/ePzdn4gMDF,2015-05-08 01:04:23+00:00,171,1320,"['3229108261', '26995107', '364651031', '3646911', '1001524393', '2897285323', '3769927519']","[123, 104, 106, 43, 16, 52, 45]","['@Powerless_ness whereeee?😞', ""@terrance_may @ZackSnyder c'mon Zack!! JUST DO IT!!! please 😅"", '@terrance_may LOVE THAT BATMAN SHOOOOT!!!!!', '@ConnorFilm link for the poster in HD?😀 please 😅', '@ZackSnyder #batman']","[691483665902096384, 691385499852800001, 691382891566092288, 691359987700862976, 691342931748265984]","[2, 2, 0, 9, 6, 1, 0, 0, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10, 2, 0]","['off_line', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line']","Alejandro, known as alex45692 on Twitter, is a dedicated fan with a passion for superhero movies, particularly Batman. He engages with other fans, eagerly discussing and seeking out related content. Despite having a modest following, Alejandro remains active and enthusiastic about sharing his interests online, showcasing a friendly and approachable personality in his interactions."
79,79,79,1903077054,𝙒𝙈𝙆²⁴🇺🇦,WMKING2425,𝙎𝙥𝙚𝙘𝙪𝙡𝙖𝙩𝙚 𝙏𝙤 𝘼𝙘𝙘𝙪𝙢𝙪𝙡𝙖𝙩𝙚 #𝙍𝙀𝙎𝙄𝙎𝙏𝘼𝙉𝘾𝙀 #𝙁𝘽𝙍 💯 #𝙎𝙁𝙂𝙄𝘼𝙉𝙏𝙎,2013-09-25 06:37:47+00:00,13651,11148,['26995107'],[104],"['@KenKillings @ChettEyeKnight @ClaymanXIII @BThanBTI + we can see both before they eventually meet up', ""@KenKillings @ChettEyeKnight @ClaymanXIII @BThanBTI + who's got a Cult following should have a role since he's linked to DG but hopefully +"", ""@KenKillings @ChettEyeKnight @ClaymanXIII @BThanBTI yeah sure you can't have Batman without Grayson for starters and Slade who's a +"", ""@KenKillings @ChettEyeKnight @ClaymanXIII @BThanBTI yeah you'd think that they won't keep DG on the sidelines he's kinda important"", ""@KenKillings @ChettEyeKnight @ClaymanXIII @BThanBTI yeah he's The Man With No Name at this stage 😉😅""]","[692448327724572672, 692448065597411330, 692447780648824832, 692445921385144320, 692445505742307330]","[75, 62, 57, 56, 35, 56, 33, 45, 31, 0, 0, 0, 0, 0, 0, 1, 4, 24, 61, 92, 104, 57, 22, 55]","['normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'normal', 'active', 'active', 'normal', 'busy', 'normal']","𝙒𝙈𝙆²⁴🇺🇦, also known as WMKING2425, is a sophisticated individual passionate about accuracy and precision. With a strong inclination towards intelligence and authority, they engage in Twitter conversations with a keen eye for detail and a focus on substantial content. Their diverse interests keep their followers engaged, and their large following reflects their influence in the online community."
80,80,80,293589696,T◢M◢MI,whitecola_125,"LFC, DC Comics, Sakaguchi Tamami, Mo Jihye",2011-05-05 16:25:24+00:00,1383,1286,['19439947'],[136],"['มาเวิ่นแค่นี้ล่ะ ไปแระ 😂', 'ไอจีเจ้าตัว มีนัมจูเกือบทุกรูป 55555 https://t.co/SkdrWLzi7k', 'ก่อนหน้านี้ก็ไปเดทกัน... https://t.co/OFFINuGys6', 'ฮเยจีไปกับนัมจูอีกแล้ว... ยังไง คู่นี้ยังไง 😏 https://t.co/aXPK7mSeAQ', 'let it down...']","[692358517714345985, 692358166491738112, 692356889062019074, 692356446764150784, 692340180959662080]","[14, 14, 5, 22, 11, 17, 43, 41, 17, 50, 95, 72, 114, 146, 229, 249, 131, 63, 23, 20, 16, 1, 0, 4]","['busy', 'busy', 'active', 'busy', 'busy', 'busy', 'normal', 'normal', 'busy', 'normal', 'active', 'normal', 'active', 'active', 'active', 'active', 'active', 'normal', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line']","Meet T◢M◢MI, a dedicated fan of LFC and DC Comics with a soft spot for Sakaguchi Tamami and Mo Jihye. Since joining Twitter in 2011, T◢M◢MI has amassed a loyal following of 1383 while actively engaging with 1286 accounts. Their tweets are a mix of humor, updates on their favorite interests, and occasional personal reflections. T◢M◢MI's online persona radiates a blend of passion, wit, and genuine enthusiasm for the things they love."
81,81,81,183768366,',wolfiesqualley,cate dunlap's and mary marvel’s pr agent ️️ ️️,2010-08-27 21:12:58+00:00,6571,3644,"['3229108261', '341327554', '592815294', '1001524393', '3769927519', '1849355124', '364651031', '3646911', '805975849', '26995107', '2259800258', '2765062486']","[123, 97, 75, 16, 45, 60, 106, 43, 117, 104, 46, 2]","['@heroichollywood jla vs darkseid', '@heroichollywood green lantern and flash', ""@_RTorFAVE wow there's 225 idiots"", ""Thanks God that Harley didn't appear on Arrow"", 'Cutie https://t.co/s4yAlWXqVK']","[692496248293736449, 692496115514613763, 692461447775940611, 692446214994968578, 692444366326120448]","[42, 57, 67, 60, 59, 23, 13, 2, 0, 0, 0, 3, 0, 2, 2, 16, 36, 42, 56, 45, 55, 57, 46, 58]","['normal', 'normal', 'normal', 'normal', 'normal', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']","Meet Wolfie Squalley, a vibrant PR agent representing the likes of Cate Dunlap and Mary Marvel. With a loyal following of 6571, Wolfie is known for sharing thoughts on superhero matchups, expressing strong opinions on popular culture, and occasionally sprinkling in witty comments and admiration for charismatic personalities. This character exudes a mix of passion for their clients, a sharp wit, and a keen eye for engaging content."
82,82,82,120447963,James Edwards,ittatto23,"I'm a huge Action, Comic Book, Sci-Fi, Fantasy, Trekkie & all-round James Bond fan! I also love 80s and Classical music! Plus a huge lover of Movie Soundtracks.",2010-03-06 13:18:30+00:00,3064,4993,"['1933994173', '2797529315', '165180034', '26995107', '2765062486', '393664969', '50571724', '3012534790', '2259800258', '3769927519', '2281664328', '2897285323', '180470868', '632173421', '3646911']","[18, 19, 14, 104, 2, 41, 20, 126, 46, 45, 127, 52, 128, 92, 43]","['@zamanaminah @MarkRuffalo Great news! Asgard could do with a bit of cheering up! 👍 #ThorRagnarok #Hulk', ""@zamanaminah @MarkRuffalo I wonder what more great lines he'll come up with in #ThorRagnarok, eh?! 😉"", '@SuperBroMovies @MarvelNewz Loved the recent @screenjunkies honest trailer of #AgentsofSHIELD! The Protection montage made me laugh!😄', '@3DDuDeRuLeZ Hero.', '@SuperBroMovies Love it! Very amusing self-knowing Easter eggs! 👏📺 #AgentCarter #Marvel']","[692449177566076928, 692444494634078210, 692382536211787776, 692380653376114688, 692376982630309888]","[34, 44, 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42, 33, 22, 33, 45, 21, 40, 59, 37, 53, 45, 26]","['normal', 'normal', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'normal', 'normal', 'busy', 'normal', 'normal', 'busy', 'normal', 'normal', 'normal', 'normal', 'normal', 'busy']","Meet James Edwards, known as ittatto23 in the online world. With a passion for Action, Comic Books, Sci-Fi, Fantasy, and all things James Bond, he's a true pop culture enthusiast. His love for 80s and Classical music shines through, along with a deep appreciation for Movie Soundtracks. Engaging with fellow fans through his Twitter account since March 2010, James shares his excitement about new releases, engages in discussions with fellow fans, and appreciates the humor in entertainment content. With a sizable following, his tweets reflect his positive and enthusiastic personality, always ready to share a laugh or insight with his audience."
83,83,83,21089226,Les Hati Rey Omega Batcher Revenge of the 5th,amypond4ever,"k. Timelord Planet -person  Doctor who TREK . Sf Prog Rock /metal  Bowie  GOTH,   St Johnstone /Man city Fc  + loves Rey starwars ANTIBREXIT-  SNP Jaws movie s",2009-02-17 13:44:12+00:00,1878,4091,"['2281664328', '3646911']","[127, 43]","['@lia_jenko @YouTube cool :)', 'IM #TEAMCAP  IRON MANS AN ASSHOLE !! :p CANT WAIT FOR #CaptainAmericaCivilWar  !! https://t.co/t1zFWVxlO7', '@johnschwab  know what man i dont get why they havent signed you up for a new #StarWars  MOVIE YET !! YOUD KICK BUTT IN ONE !', 'oh MOON OF ALABAMA ITS TIME TO SAY GOODBYE !! &lt;3 #DavidBowie &lt;3 https://t.co/CQmXSVh0Ps', 'if they make a movie only #TAMUERAMORRISON OR @Daniel_Logan  CAN PLAY HIM NO ONE ELSE NO FKIN WAY !! https://t.co/wU2LXYxteF']","[692490234462863360, 692483632049569794, 692479676850241537, 692477194086518785, 692473060612558848]","[28, 7, 1, 0, 0, 0, 0, 18, 156, 3, 7, 19, 31, 45, 67, 69, 82, 70, 62, 69, 69, 86, 77, 47]","['busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'active', 'off_line', 'busy', 'busy', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']","Les Hati Rey Omega Batcher Revenge of the 5th, also known as amypond4ever, is a unique individual blending elements of Doctor Who, Star Trek, science fiction, progressive rock, metal music, David Bowie, and gothic culture. They are a fan of St Johnstone and Manchester City F.C., with a love for Rey from Star Wars and a strong stance against Brexit. Their Twitter activity includes engaging with fellow fans, expressing excitement for upcoming movies, and sharing music and sports-related content. Amypond4ever's personality shines through their passion for diverse interests and interactions with others in their various fandoms."
84,84,84,125771211,Sara ܢܢ ⇧MARS⨺ ☦,caraliscity,"DREAM AS IF YOU'LL LIVE FOREVER, LIVE AS IF YOU'LL DIE TODAY. James Dean & DREAMS ARE POSSIBLE, YOU CAN DO WHAT YOU DREAM... Jared Leto  ₪ ø lll ·o.",2010-03-23 20:37:44+00:00,1091,2191,"['3441609683', '1001524393', '1301529636', '592815294', '3646911']","[101, 16, 50, 75, 43]","['@SissiMars ""@voguemagazine: 6 times @britneyspears served us serious fitness inspiration in video form: https://t.co/mxyj9SUhIV""', '@EchelonErgoSum Soon sarà mio! ;) Superman\nBatman v Superman Poster  https://t.co/aFFjLIx6my', 'RT ""@JaredLetoOnline Jared Leto nominated for Shorty Award https://t.co/zxMj8hzSPs""', 'RT ""@JaredLetoOnline Suicide Squad Movie Collectibles https://t.co/Dy0H7IVcMn""', 'RT ""@JaredLetoOnline Jared Leto on The Joker (DC Special) https://t.co/fiDsysac3g""']","[692415710899916800, 691747616342818817, 691701803365355520, 691701529401806850, 691701137276272641]","[9, 36, 25, 24, 7, 1, 0, 1, 0, 0, 1, 3, 0, 0, 1, 2, 4, 1, 5, 6, 10, 3, 2, 20]","['busy', 'normal', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'busy', 'busy', 'off_line', 'off_line', 'busy']","Sara ܢܢ ⇧MARS⨺ ☦, known as caraliscity on Twitter, is a creative individual who is inspired by quotes from James Dean and Jared Leto. With a passion for dreaming big and living life to the fullest, Sara has a substantial following on Twitter with a balance of followers and accounts she follows. Her Twitter activity reflects a mix of interests in fitness, movies, and entertainment, primarily focusing on posts related to celebrities like Britney Spears and Jared Leto. Sara comes across as an optimistic and determined person who believes in the power of realizing dreams."
85,85,85,310467940,colt vahn. 🏳️‍🌈,CarlitoDNole,"Groupie de Miles Morales, sériephile à ses heures perdues et militant de seconde zone #BLM
Je veux que Nicholas Britell compose ma vie.
Tout est politique.",2011-06-03 20:09:16+00:00,1379,1034,"['3646911', '51567066', '1301529636']","[43, 40, 50]","['@ClansBeezy Où sont Les Indestructibles ?', ""Meilleur combo tweet + vine de l'histoire. https://t.co/2w38835UNI"", 'Clairement il me reste 4 mois à Reims et je suis pas prêt.', "".@TifTif_n qui cuisine. Moi qui bitch (juste un peu). Et mon émission qui arrive la semaine prochaine. Regardez c'est vraiment bien :)"", ""1er épisode d'Un Dîner Complètement TOC Spécial Sciences Po disponible ! Du drama, mais surtout de la bonne bouffe 😍\nhttps://t.co/qcqdkwcuJE""]","[692485948781756416, 692482656752291840, 692477188344561666, 692453768152125441, 692440344558960641]","[24, 24, 19, 11, 22, 23, 54, 28, 32, 28, 13, 16, 23, 29, 34, 75, 68, 40, 45, 60, 93, 51, 73, 82]","['busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'normal', 'busy', 'normal', 'busy', 'busy', 'busy', 'busy', 'busy', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'active', 'normal', 'normal', 'normal']","**Character Description:**
Colt Vahn, known online as CarlitoDNole, is a dedicated fan of Miles Morales, a self-proclaimed series enthusiast, and a passionate advocate for the #BLM movement. With a deep appreciation for Nicholas Britell's compositions and a belief that ""everything is political,"" Colt's Twitter feed reflects a mix of cultural commentary, geeky references, and reflections on social issues. Their engaging tweets showcase a blend of humor, thought-provoking content, and moments of personal insight. Followers admire Colt's unique perspective and engaging online presence."
86,86,86,4747574007,aleena,supercavill,henry cavill and zack snyder supremacist,2016-01-08 20:19:51+00:00,1340,231,"['191940361', '3769927519', '26995107', '3229108261', '2853621940', '2765062486', '2259800258', '1001524393', '3646911', '592815294']","[9, 45, 104, 123, 115, 2, 46, 16, 43, 75]","[""he's SO cute  https://t.co/rfqVhS6sZW"", 'I DIED BUT NOW I DIED AGAIN  https://t.co/FKKJm1HtMo', 'Is this heaven? *sigh*  https://t.co/0BOi95Q87m', 'So adorkable!! RT @HenryCavillOrg NEW: Henry Cavill LOLZ...""is this how I really look?"" #thateyebrowraise 😂😂 https://t.co/sJBRoVO5xw', ""he's so dreamy!!  https://t.co/FhWWifkPrm""]","[692495540903383040, 692495402436812800, 692495011942928385, 692140260860493824, 692125158421696513]","[4, 0, 6, 7, 0, 3, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 0, 0, 0, 1, 11, 14, 10, 11]","['off_line', 'off_line', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy']","Aleena, also known as supercavill, is a dedicated fan of Henry Cavill and Zack Snyder. With a substantial following, she frequently shares enthusiastic tweets about Henry Cavill's charm and Zack Snyder's work. Aleena's Twitter activity exudes passion and admiration for her favorite actors and directors, making her a lively and devoted presence in the fan community."
